Review_label;Autor;Year;Geographic_range;Km2;Ecosystem type*;Ecosystem nature;Review_type;N_studies;Time_range;Variables;Variable_type;Factor_Label;Factor
149;John M. Koch;2007;Alcoa Mine (Huntly Bauxite), Western Australia;2645615;Forests;Terrestrial;Review;27;25;Subjective evaluation method;Barrier;15; Success assessment and evaluation
158;C. Lavoie;2003;Minnesota (USA),  Ontario (Canada), Quebec (Canada), Ireland, France, United kingdom, Sweden, Finland, Switzerland;4631023;Wetlands;Aquatic;Review;28;25;Type of peatland exploitation;Booster;21; Ongoing degradation
158;C. Lavoie;2003;Minnesota (USA),  Ontario (Canada), Quebec (Canada), Ireland, France, United kingdom, Sweden, Finland, Switzerland;4631023;Wetlands;Aquatic;Review;28;25;Frost heaving;Barrier;23; Intrinsic abiotic factors
158;C. Lavoie;2003;Minnesota (USA),  Ontario (Canada), Quebec (Canada), Ireland, France, United kingdom, Sweden, Finland, Switzerland;4631023;Wetlands;Aquatic;Review;28;25;Low dispersal abilities of bog plants;Barrier;24; Intrinsic biotic factors
158;C. Lavoie;2003;Minnesota (USA),  Ontario (Canada), Quebec (Canada), Ireland, France, United kingdom, Sweden, Finland, Switzerland;4631023;Wetlands;Aquatic;Review;28;25;Cotton-grass tussocks creates microclima;Booster;24; Intrinsic biotic factors
160;Ramesh D. Gulati;2002;The Netherlands;41865;Lakes;Aquatic;Review;100;25;Planktivorous and benthivorous fish high activity;Barrier;24; Intrinsic biotic factors
160;Ramesh D. Gulati;2002;The Netherlands;41865;Lakes;Aquatic;Review;100;25;Macrophytes pressence;Booster;24; Intrinsic biotic factors
160;Ramesh D. Gulati;2002;The Netherlands;41865;Lakes;Aquatic;Review;100;25;Biomanipulation;Booster;14; Restoration techniques
3;Carolina Y. Shimamoto;2018;Global (Tropical forests);17282475;Forests;Terrestrial;Meta-Analysis;69;30;Passive restoration;Booster;14; Restoration techniques
3;Carolina Y. Shimamoto;2018;Global (Tropical forests);17282475;Forests;Terrestrial;Meta-Analysis;69;30;Use of exotic species;Barrier;14; Restoration techniques
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Long-term monitoring ;Booster;18; Temporal scale of the restoration projects
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Economical costs of monitoring;Barrier;3; Economic costs of restoration
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Temporal scale;Booster;18; Temporal scale of the restoration projects
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Lack of research and documentation of projects;Barrier;13; Research about restoration practices
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Limited application of remote sensing;Barrier;15; Success assessment and evaluation
7;Sophie Taddeo;2018;North America;23633760;Wetlands;Aquatic;Review;99;30;Reproducible approachs development for monitoring;Booster;15; Success assessment and evaluation
25;Kristin B. Hulvey;2017;Western USA;4535602;Arid zones;Terrestrial;Review;100;30;Invasive species;Barrier;22; Invasive species 
25;Kristin B. Hulvey;2017;Western USA;4535602;Arid zones;Terrestrial;Review;100;30;Adding species with resource-use traits similar to potential invaders;Booster;14; Restoration techniques
25;Kristin B. Hulvey;2017;Western USA;4535602;Arid zones;Terrestrial;Review;100;30;Low economical costs;Booster;3; Economic costs of restoration
25;Kristin B. Hulvey;2017;Western USA;4535602;Arid zones;Terrestrial;Review;100;30;Livestock grazing;Barrier;21; Ongoing degradation
25;Kristin B. Hulvey;2017;Western USA;4535602;Arid zones;Terrestrial;Review;100;30;Specific allocation of island to minimize abiotic constraints variability ;Booster;14; Restoration techniques
26;Jian Hu;2017;China;9596961;Several;Terrestrial;Meta-Analysis;43;30;Land use (vegetation type);Booster;21; Ongoing degradation
27;Paula Gatica-Saavedra;2017;Global;54870139;Forests;Terrestrial;Review;94;30;High variability among regions in the number of assessment project;Barrier;8; Geographic bias
27;Paula Gatica-Saavedra;2017;Global;54870139;Forests;Terrestrial;Review;94;30;High cost of indicators;Barrier;3; Economic costs of restoration
27;Paula Gatica-Saavedra;2017;Global;54870139;Forests;Terrestrial;Review;94;30;Difficult measurability of indicators;Barrier;15; Success assessment and evaluation
27;Paula Gatica-Saavedra;2017;Global;54870139;Forests;Terrestrial;Review;94;30;Complex and expensive indicators of recovery;Barrier;15; Success assessment and evaluation
27;Paula Gatica-Saavedra;2017;Global;54870139;Forests;Terrestrial;Review;94;30;Small number of indicators used;Barrier;15; Success assessment and evaluation
34;Edward P. Glenn;2017;China, USA, Australia;26709355;Rivers;Aquatic;Review;77;30;Drought of dry years;Barrier;23; Intrinsic abiotic factors
34;Edward P. Glenn;2017;China, USA, Australia;26709355;Rivers;Aquatic;Review;77;30;Agricultural inflows;Barrier;21; Ongoing degradation
34;Edward P. Glenn;2017;China, USA, Australia;26709355;Rivers;Aquatic;Review;77;30;Dikes and constructions upstream;Barrier;21; Ongoing degradation
34;Edward P. Glenn;2017;China, USA, Australia;26709355;Rivers;Aquatic;Review;77;30;Disruption of the soil biological crust by grazing animals and tourism;Barrier;21; Ongoing degradation
34;Edward P. Glenn;2017;China, USA, Australia;26709355;Rivers;Aquatic;Review;77;30;Non-target plant species recruitment;Barrier;24; Intrinsic biotic factors
41;Md Sayed Iftekhar;2016;USA, Wales;9614784;Several;All kinds; Review;60;30;Lack of tools to asses social benefits;Barrier;15; Success assessment and evaluation
41;Md Sayed Iftekhar;2016;USA, Wales;9614784;Several;All kinds;Review;60;30;Lack of reporting of standardized methods to collect restoration costs;Barrier;12; Methodological limitations
41;Md Sayed Iftekhar;2016;USA, Wales;9614784;Several;All kinds; Review;60;30;Lack of long-term financing;Barrier;18; Temporal scale of the restoration projects
55;Lucy A. McKergow;2016;New Zealand;267710;Rivers;Aquatic;Review;51;30;Identification of goals by communities and landowners;Booster;5; Societal integration
55;Lucy A. McKergow;2016;New Zealand;267710;Rivers;Aquatic;Review;51;30;Buffer placement, length and width ;Booster;14; Restoration techniques
55;Lucy A. McKergow;2016;New Zealand;267710;Rivers;Aquatic;Review;51;30;Temporal scale;Booster;18; Temporal scale of the restoration projects
57;Olga A. Kildisheva;2016;Australia, Western USA, Tanzania, Ethiopia;14328422;Arid zones;Terrestrial;Review;68;30;Economical costs;Barrier;3; Economic costs of restoration
57;Olga A. Kildisheva;2016;Australia, Western USA, Tanzania, Ethiopia;14328422;Arid zones;Terrestrial;Review;68;30;Limited or variable seed supply;Barrier;17; Instruments, technology and resources
57;Olga A. Kildisheva;2016;Australia, Western USA, Tanzania, Ethiopia;14328422;Arid zones;Terrestrial;Review;68;30;Seed farming  of native grasses role;Booster;14; Restoration techniques
57;Olga A. Kildisheva;2016;Australia, Western USA, Tanzania, Ethiopia;14328422;Arid zones;Terrestrial;Review;68;30;Low seed establishment;Barrier;14; Restoration techniques
57;Olga A. Kildisheva;2016;Australia, Western USA, Tanzania, Ethiopia;14328422;Arid zones;Terrestrial;Review;68;30;Lack of biological and technical knowledge of seed germination biology;Barrier;10; Knowledge on ecosystem structure and function
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;Ongoing external P loading;Barrier;21; Ongoing degradation
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;Short water retention time;Barrier;23; Intrinsic abiotic factors
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;Heavy winds consquences;Barrier;23; Intrinsic abiotic factors
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;High population of planktivorous and benthivorous fish;Barrier;24; Intrinsic biotic factors
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;Invasive crayfish ;Barrier;22; Invasive species 
67;Elisabeth S. Bakker;2015;England, The Netherlands, Germany;642497;Lakes;Aquatic;Review;15;30;Type of lake;Booster;23; Intrinsic abiotic factors
71;Eduardo A. C. Constantini;2016;Mediterranean area(Spain, Italy, Greece);938667;Arid zones;Terrestrial;Review;50;30; Choice of plants or practices that are not suited to the site;Barrier;19; Context-specific factor consideration
71;Eduardo A. C. Constantini;2016;Mediterranean area(Spain, Italy, Greece);938667;Arid zones;Terrestrial;Review;50;30;Detailed knowledge of interactions and processess;Booster;10; Knowledge on ecosystem structure and function
71;Eduardo A. C. Constantini;2016;Mediterranean area(Spain, Italy, Greece);938667;Arid zones;Terrestrial;Review;50;30;Hard selection of suitable plant species;Barrier;14; Restoration techniques
71;Eduardo A. C. Constantini;2016;Mediterranean area(Spain, Italy, Greece);938667;Arid zones;Terrestrial;Review;50;30;SOM presence;Booster;24; Intrinsic biotic factors
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Clearly stated goals;Booster;16; Project planning and goal definition
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Technological development;Booster;17; Instruments, technology and resources
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Recover of fauna roles;Booster;14; Restoration techniques
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Lack of field study research;Barrier;12; Methodological limitations
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Complexity of trophic networks;Barrier;24; Intrinsic biotic factors
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Lack of landscape scale perspective;Barrier;25; Spatial scale
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Cost-effectiveness;Booster;15; Success assessment and evaluation
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Lack of integration of society;Barrier;5; Societal integration
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Lack of integration of researchers and practitioners;Barrier;9; Integration of existing scientific knowledge 
84;Michael P. Perring;2015;Global;54870139;Several;All kinds;Review;200;30;Lack of context-dependency understanding;Barrier;19; Context-specific factor consideration
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Lack of knowledge of biology, phenology and propagation;Barrier;10; Knowledge on ecosystem structure and function
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Appropiate sources of Forest Reproductive Material;Booster;11; Knowledge on genetics
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Lack of genetic data;Barrier;11; Knowledge on genetics
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Connectivity and gene flow;Booster;11; Knowledge on genetics
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Lack of awareness of genetics in ecosystem restoration;Barrier;11; Knowledge on genetics
89;Evert Thomas;2014;Latin America;22222000;Forests;Terrestrial;Review;110;30;Economical costs;Barrier;3; Economic costs of restoration
106;D. Lithgow;2013;USA, Mexico, Netherlands, France, Spain, Portugal, UK, Denmark, Italy, Belgium, South Africa, Namibia, New Zealand, Israel;15278760;Coastal dunes;Terrestrial;Review;67;30;Lack of structure data ;Barrier;10; Knowledge on ecosystem structure and function
106;D. Lithgow;2013;USA, Mexico, Netherlands, France, Spain, Portugal, UK, Denmark, Italy, Belgium, South Africa, Namibia, New Zealand, Israel;15278760;Coastal dunes;Terrestrial;Review;67;30;Restoration projects short-timeframe;Barrier;18; Temporal scale of the restoration projects
106;D. Lithgow;2013;USA, Mexico, Netherlands, France, Spain, Portugal, UK, Denmark, Italy, Belgium, South Africa, Namibia, New Zealand, Israel;15278760;Coastal dunes;Terrestrial;Review;67;30;Lack of enough number of reference sites;Barrier;16; Project planning and goal definition
106;D. Lithgow;2013;USA, Mexico, Netherlands, France, Spain, Portugal, UK, Denmark, Italy, Belgium, South Africa, Namibia, New Zealand, Israel;15278760;Coastal dunes;Terrestrial;Review;67;30;Limited published scientific resources ;Barrier;9; Integration of existing scientific knowledge 
107;Liana Wortley;2013;North America ;23633760;Several;All kinds;Review;301;30;Mismatch between level of degradation and restoration realization;Barrier;8; Geographic bias
107;Liana Wortley;2013;North America;23633760;Several;All kinds;Review;301;30;Lack of economical measures;Barrier;1; Socioeconomic knowledge
129;Shixiong Cao;2011;China;9596961;Arid zones;Terrestrial;Review;50;30;Underconsideration of several factors during reforestation program;Barrier;16; Project planning and goal definition
129;Shixiong Cao;2011;China;9596961;Arid zones;Terrestrial;Review;50;30;Bad plannification of the reforestation project;Barrier;16; Project planning and goal definition
129;Shixiong Cao;2011;China;9596961;Arid zones;Terrestrial;Review;50;30;Lack of economical support from the central government ;Barrier;6; Funding
129;Shixiong Cao;2011;China;9596961;Arid zones;Terrestrial;Review;50;30;Low payment availability to reduce poverty ;Barrier;7; Payment for ecosystem services
137;Lawrence R. Walker;2009;Tanzania, Malaysia, Puerto Rico, British Columbia, Jamaica, New Hampshire (USA),  Oregon (USA), Japan, Mexico;4843506;Several;Terrestrial;Review;40;30;No modification of landslide slope;Barrier;14; Restoration techniques
137;Lawrence R. Walker;2009;Tanzania, Malaysia, Puerto Rico, British Columbia, Jamaica, New Hampshire (USA),  Oregon (USA), Japan, Mexico;4843506;Several;Terrestrial;Review;40;30;Size and shape of landslide;Booster;14; Restoration techniques
137;Lawrence R. Walker;2009;Tanzania, Malaysia, Puerto Rico, British Columbia, Jamaica, New Hampshire (USA),  Oregon (USA), Japan, Mexico;4843506;Several;Terrestrial;Review;40;30;Germination and growth requirements;Barrier;24; Intrinsic biotic factors
137;Lawrence R. Walker;2009;Tanzania, Malaysia, Puerto Rico, British Columbia, Jamaica, New Hampshire (USA),  Oregon (USA), Japan, Mexico;4843506;Several;Terrestrial;Review;40;30;Lack of long-term assesing;Barrier;18; Temporal scale of the restoration projects
150;Jonathan D. Majer;2007;Alcoa Mine (Huntly Bauxite), Western Australia;2645615;Several;Terrestrial;Review;20;30;Invertebrates as indicators of success;Booster;15; Success assessment and evaluation
161;Philip Rony, T. ;2002;Pacific Northwest;863443;Rivers;Aquatic;Review;50;30;Lack of monitoring;Barrier;15; Success assessment and evaluation
9;Donna J. Belder;2018;Australia;7741220;Forests;Terrestrial;Review;40;34;Lack of work about nest predation;Barrier;10; Knowledge on ecosystem structure and function
9;Donna J. Belder;2018;Australia;7741220;Forests;Terrestrial;Review;40;34;Lack of knowledge about nesting in restoration plantings;Barrier;13; Research about restoration practices
9;Donna J. Belder;2018;Australia;7741220;Forests;Terrestrial;Review;40;34;No knowledge about brood parasitism;Barrier;10; Knowledge on ecosystem structure and function
2;Victoria Reyes-García;2019;Global;54870139;Several;All kinds;Review;120;35;Indigeneous people and local community role;Booster;5; Societal integration
2;Victoria Reyes-García;2019;Global;54870139;Several;All kinds;Review;121;35;Neglecting of local knowledge;Barrier;5; Societal integration
2;Victoria Reyes-García;2019;Global;54870139;Several;All kinds;Review;121;35;Top-down planning;Barrier;5; Societal integration
5;Wei Sun ;2018;Spain, China, Arizona (USA), Odisha (India);10553584;Several;Terrestrial;Review;35;35;Pressence of heavy metal in mining soils;Barrier;20;Historical land-use
5;Wei Sun ;2018;Spain, China, Arizona (USA), Odisha (India);10553584;Several;Terrestrial;Review;35;35;Sinergies between acidification and H.metal toxicity;Barrier;20;Historical land-use
5;Wei Sun ;2018;Spain, China, Arizona (USA), Odisha (India);10553584;Several;Terrestrial;Review;35;35;Removal of salt;Booster;14; Restoration techniques
5;Wei Sun ;2018;Spain, China, Arizona (USA), Odisha (India);10553584;Several;Terrestrial;Review;35;35;Tailings qualities hamper revegetation possibilities;Barrier;20;Historical land-use
6;Jason N. James;2018;Western North America;11816880;Forests;Terrestrial;Systematic review;73;35;Uncertainity of models to long-term restoration;Barrier;18; Temporal scale of the restoration projects
6;Jason N. James;2018;Western North America;11816880;Forests;Terrestrial;Systematic review;73;35;Underrepresented and insufficient soil sampling;Barrier;12; Methodological limitations
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Lack of stakeholders engagement;Booster;5; Societal integration
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Identifying the appropriate scale intervention;Booster;25; Spatial scale
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Site-specific interventions;Booster;19; Context-specific factor consideration
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Clear and secure tenure rights;Booster;2; Land-tenure rights
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Inappropiate definition of restoration program goals;Barrier;16; Project planning and goal definition
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Inability at contextualizing mechanisms to local ecological conditions ;Barrier;16; Project planning and goal definition
17;Ida Nadia S. Djenontin;2018;Sub-Saharian Africa;18276965;Forests;Terrestrial;Review;35;35;Lack of communication, realization and application of scientifical knowledge;Barrier;9; Integration of existing scientific knowledge 
22;Mélanie Harzé;2018;North America and Europe;33813760;Grasslands;Terrestrial;Systematic review;141;35;Lack of population traits evaluation;Barrier;15; Success assessment and evaluation
22;Mélanie Harzé;2018;North America and Europe;33813760;Grasslands;Terrestrial;Systematic review;141;35;Demographic processess poorly studied;Barrier;13; Research about restoration practices
22;Mélanie Harzé;2018;North America and Europe;33813760;Grasslands;Terrestrial;Systematic review;141;35;Lack of genetic structure research;Barrier;11; Knowledge on genetics
64;Tamara A. Newcomer Johnson;2016;Europe and USA;19551174;Rivers;Aquatic;Review;79;35;Lack of understanding of structure and function;Barrier;10; Knowledge on ecosystem structure and function
64;Tamara A. Newcomer Johnson;2016;Europe and USA;19551174;Rivers;Aquatic;Review;79;35;Addition of elements to obstruct water flow;Booster;14; Restoration techniques
64;Tamara A. Newcomer Johnson;2016;Europe and USA;19551174;Rivers;Aquatic;Review;79;35;Considering four dimension of stream network;Booster;10; Knowledge on ecosystem structure and function
64;Tamara A. Newcomer Johnson;2016;Europe and USA;19551174;Rivers;Aquatic;Review;79;35;Lack of long-term monitoring;Barrier;18; Temporal scale of the restoration projects
64;Tamara A. Newcomer Johnson;2016;Europe and USA;19551174;Rivers;Aquatic;Review;79;35;Lack of sampling through variety of states;Barrier;12; Methodological limitations
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Definition of expectations;Booster;16; Project planning and goal definition
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Inappropiate definition of endpoints;Barrier;16; Project planning and goal definition
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Inappropiate monitoring program;Barrier;15; Success assessment and evaluation
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Selection of indicators of success;Barrier;15; Success assessment and evaluation
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Complexity of tenure;Barrier;2; Land-tenure rights
91;John A. Stanturf;2014;Global;54870139;Several;All kinds;Review;380;35;Lack of social capital;Barrier;5; Societal integration
108;Joachim Pander;2013;North America and Europe;33813760;Rivers;Aquatic;Review;45;35;Lack of systematic and target-oriented evaluation;Barrier;15; Success assessment and evaluation
108;Joachim Pander;2013;North America and Europe;33813760;Rivers;Aquatic;Review;45;35;Lack of availability of incubation systems for bioindicators;Barrier;17; Instruments, technology and resources
108;Joachim Pander;2013;North America and Europe;33813760;Rivers;Aquatic;Review;45;35;Production of bioindicators;Barrier;17; Instruments, technology and resources
108;Joachim Pander;2013;North America and Europe;33813760;Rivers;Aquatic;Review;45;35;Reduced capacity of asessing ecological estructure elements;Barrier;15; Success assessment and evaluation
108;Joachim Pander;2013;North America and Europe;33813760;Rivers;Aquatic;Review;45;35;Lack of inclusion of several trophic levels species (flora and fauna);Barrier;10; Knowledge on ecosystem structure and function
117;Stephen K. Hamilton;2011;North America and Europe;33813760;Rivers;Aquatic;Review;126;35;Groundwater flow time lag;Barrier;20;Historical land-use
117;Stephen K. Hamilton;2011;North America and Europe;33813760;Rivers;Aquatic;Review;126;35;Sediment storage time lag;Barrier;20;Historical land-use
117;Stephen K. Hamilton;2011;North America and Europe;33813760;Rivers;Aquatic;Review;126;35;Phosphorus buffer time lag;Barrier;20;Historical land-use
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Erradication of degradation cause;Booster;21; Ongoing degradation
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Weak long-term funding ;Barrier;18; Temporal scale of the restoration projects
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Life history research;Booster;10; Knowledge on ecosystem structure and function
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Predation;Barrier;24; Intrinsic biotic factors
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Dfficulties at measuring indicators of success;Barrier;15; Success assessment and evaluation
123;Holly P. Jones;2012;USA, Adelie Land (Antarctica), France, Wales, Mexico, New Zealand, Canada (Nova Scotia, New Burnswick, Ontario, Quebec), Bermuda, Japan, Ecuador, UK, Scotland;16327385;Marine;Oceanic;Review;29;35;Mismatch between indicators of success used and reality;Barrier;15; Success assessment and evaluation
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Agricultural, residential or industrial interests;Barrier;21; Ongoing degradation
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Improving of hidrologycal system and rewetting;Booster;14; Restoration techniques
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Topsoil removal;Booster;14; Restoration techniques
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Nutrient levels ;Barrier;20;Historical land-use
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Poor dispersal of fen meadow species;Barrier;24; Intrinsic biotic factors
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Soil seed bank composition;Barrier;24; Intrinsic biotic factors
134;Agata Klimokowska;2010;Global;54870139;Wetlands;Aquatic;Review;170;35;Seed production competition;Barrier;24; Intrinsic biotic factors
136;Lorena Gómez-Aparicio;2009;Ethiopia, Canada, Colombia, Spain, USA, Germany, Panama, UK, Mexico, China, South Africa, Russia, Thailand, Finland, Kenya, Costa Rica, Denmark, Sweden, Belize, India, Suiza, Australial, Uganda, Cameroon, Estonia, New Zealand, Puerto Rico;49670873;Several;Terrestrial;Meta-Analysis;165;35;Pre-existing vegetation;Booster;24; Intrinsic biotic factors
136;Lorena Gómez-Aparicio;2009;Ethiopia, Canada, Colombia, Spain, USA, Germany, Panama, UK, Mexico, China, South Africa, Russia, Thailand, Finland, Kenya, Costa Rica, Denmark, Sweden, Belize, India, Suiza, Australial, Uganda, Cameroon, Estonia, New Zealand, Puerto Rico;49670873;Several;Terrestrial;Meta-Analysis;165;35;Increasing of  facilators shrubs and trees populations;Booster;14; Restoration techniques
136;Lorena Gómez-Aparicio;2009;Ethiopia, Canada, Colombia, Spain, USA, Germany, Panama, UK, Mexico, China, South Africa, Russia, Thailand, Finland, Kenya, Costa Rica, Denmark, Sweden, Belize, India, Suiza, Australial, Uganda, Cameroon, Estonia, New Zealand, Puerto Rico;49670873;Several;Terrestrial;Meta-Analysis;165;35;Nurses;Booster;14; Restoration techniques
3;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Limited understanding of wetland functions;Barrier;10; Knowledge on ecosystem structure and function
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Scientific issues mainly abous success criteria and effectiviness of restoration;Barrier;15; Success assessment and evaluation
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Poor understanding of self-designing;Barrier;10; Knowledge on ecosystem structure and function
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Poorly defined success criteria;Barrier;15; Success assessment and evaluation
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Lagged monitoring;Barrier;15; Success assessment and evaluation
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Disproportional attention to ecosystems type;Barrier;16; Project planning and goal definition
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Complexity of wetland degradation;Barrier;20;Historical land-use
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Innapropiate selection of reference sites;Barrier;16; Project planning and goal definition
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Time scale;Booster;18; Temporal scale of the restoration projects
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Lack of systematic and target-oriented evaluation;Barrier;15; Success assessment and evaluation
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Lack of long-term investigation;Barrier;18; Temporal scale of the restoration projects
74;Quingquing Zhao;2016;China, Uruguay, Ireland, New England, Georgia, Louisiana, Mississippi, Texas, Florida, Colombia, Poland, The Netherlands, Japan;12914740;Wetlands;Aquatic;Review;60;37;Lack of long-term funding;Barrier;18; Temporal scale of the restoration projects
47;Erin K. Espeland;2017;Mexico;1964375;Agroecosystem;Terrestrial;Review;70;40;"Amount of genetic variation or "" taking a relatively small sample from a relatively large population""";Booster;11; Knowledge on genetics
47;Erin K. Espeland;2017;Mexico;1964375;Agroecosystem;Terrestrial;Review;70;40;Amount of genetic variation that persists during production of restoration material;Booster;11; Knowledge on genetics
